Player,Nation,Position,Age,Squad,League,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shooting,Statistic,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passing,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Pass Types,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Goal and Shot Creation,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Defense,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Possession,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Miscellaneous Stats,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Goals Against,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Advanced Goalkeeping,Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,Post-Shot Expected Goals,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Passes Attempted (GK),Throws Attempted,Launch %,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions,Save% (Penalty Kicks)
Rio Hillen,NED,DF,22,NAC Breda,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.11,0.11,0.01,0.11,1.24,3.52,0.26,Shooting,Per 90,0.78,0.20,25.0%,0.00,0.00,9.40,0.00,0.14,-0.11,-0.11,Passing,47.38,54.68,86.7%,852.43,326.96,18.44,20.40,90.4%,23.59,25.55,92.3%,4.37,6.65,65.7%,0.02,0.07,3.85,0.13,0.00,Pass Types,51.61,3.00,1.24,0.00,0.00,0.20,0.26,0.00,0.00,0.00,0.00,0.07,1.04,Goal and Shot Creation,1.11,0.91,0.00,0.00,0.07,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.15,1.30,1.37,0.78,0.00,1.11,1.43,77.3%,0.33,1.63,0.59,1.17,3.32,6.00,0.07,Possession,69.28,7.95,29.98,35.32,4.37,1.82,69.28,0.65,0.33,50.0%,0.26,40.0%,39.49,216.37,110.07,0.72,0.07,0.98,0.20,42.23,Miscellaneous Stats,0.00,1.30,0.78,0.00,0.00,0.07,0.00,5.41,2.67,1.69,61.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Holtby,GER,"MF,FW",35,NAC Breda,Eredivisie,0.08,0.23,0.31,0.08,0.00,0.00,0.00,0.08,0.09,0.09,0.17,0.27,0.94,3.28,2.97,Shooting,Per 90,1.09,0.31,28.6%,0.07,0.25,17.60,0.00,0.09,-0.02,-0.02,Passing,32.92,43.48,75.7%,530.62,159.51,18.06,20.96,86.2%,10.09,12.82,78.7%,3.60,6.65,54.1%,0.22,1.72,2.66,0.86,0.00,Pass Types,36.67,6.57,2.97,0.08,0.23,3.36,0.39,2.27,0.94,0.86,0.08,0.23,1.09,Goal and Shot Creation,3.13,1.64,1.25,0.00,0.23,0.00,0.00,0.23,0.16,0.08,0.00,0.00,0.00,0.00,Defense,2.50,1.56,0.94,1.33,0.23,1.02,1.95,52.0%,0.94,1.33,0.23,0.31,2.81,1.88,0.16,Possession,52.86,2.27,8.91,28.38,16.03,2.03,52.86,0.63,0.16,25.0%,0.39,62.5%,23.85,101.03,45.59,0.70,0.08,0.78,0.70,30.42,Miscellaneous Stats,0.00,0.47,0.86,0.08,0.00,0.00,0.00,3.68,0.86,1.25,40.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikolai Hopland,NOR,DF,21,Heerenveen,Eredivisie,0.10,0.00,0.10,0.10,0.00,0.00,0.05,0.00,0.08,0.08,0.01,0.09,0.91,5.56,0.05,Shooting,Per 90,0.51,0.15,30.0%,0.20,0.67,13.60,0.00,0.16,+0.02,+0.02,Passing,54.74,61.62,88.8%,1045.75,353.02,19.78,21.30,92.9%,28.48,30.71,92.8%,5.77,8.04,71.7%,0.03,0.30,5.77,0.25,0.10,Pass Types,58.63,2.93,1.77,0.00,0.35,0.15,0.05,0.00,0.00,0.00,0.00,0.05,0.56,Goal and Shot Creation,0.96,0.86,0.00,0.00,0.10,0.00,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.00,Defense,1.21,0.61,0.61,0.56,0.05,0.56,1.11,50.0%,0.56,0.96,0.40,0.66,1.87,5.97,0.15,Possession,73.25,7.99,31.32,38.35,4.10,1.06,73.25,0.81,0.51,62.5%,0.20,25.0%,42.70,221.59,123.04,0.71,0.00,0.76,0.35,48.26,Miscellaneous Stats,0.00,0.76,0.56,0.00,0.00,0.00,0.05,3.69,2.48,2.18,53.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siebe Horemans,BEL,DF,27,Utrecht,Eredivisie,0.00,0.14,0.14,0.00,0.00,0.00,0.07,0.00,0.02,0.02,0.13,0.15,0.56,4.08,2.89,Shooting,Per 90,0.42,0.03,8.3%,0.00,0.00,14.40,0.00,0.05,-0.02,-0.02,Passing,41.10,53.50,76.8%,783.81,338.68,15.78,17.94,88.0%,19.26,24.17,79.7%,5.36,8.85,60.6%,0.15,1.11,3.62,1.25,0.94,Pass Types,43.40,10.07,0.98,0.03,0.28,3.27,9.09,0.00,0.00,0.00,0.00,0.03,0.56,Goal and Shot Creation,2.26,1.88,0.17,0.00,0.14,0.03,0.03,0.21,0.14,0.07,0.00,0.00,0.00,0.00,Defense,2.23,1.22,1.32,0.70,0.21,1.22,2.40,50.7%,1.18,0.91,0.35,1.39,3.62,4.42,0.07,Possession,65.06,4.88,25.32,26.82,13.37,0.80,65.06,0.77,0.35,45.5%,0.38,50.0%,26.71,94.21,40.37,0.59,0.03,0.38,0.10,34.27,Miscellaneous Stats,0.00,0.49,0.21,0.00,0.00,0.00,0.00,3.76,1.64,1.15,58.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jizz Hornkamp,NED,FW,27,AZ Alkmaar,Eredivisie,0.70,0.08,0.79,0.62,0.08,0.08,0.21,0.04,0.47,0.41,0.10,0.51,0.62,1.66,2.86,Shooting,Per 90,2.57,1.20,46.8%,0.24,0.52,13.90,0.12,0.16,+0.23,+0.22,Passing,12.19,18.70,65.2%,190.86,36.94,5.93,8.37,70.8%,4.23,6.09,69.4%,0.99,1.62,61.5%,0.10,0.95,0.79,0.70,0.17,Pass Types,17.54,1.08,0.04,0.04,0.17,0.41,0.08,0.00,0.00,0.00,0.00,0.08,0.87,Goal and Shot Creation,1.87,1.45,0.00,0.21,0.17,0.04,0.00,0.12,0.08,0.00,0.04,0.00,0.00,0.00,Defense,0.87,0.54,0.25,0.41,0.21,0.33,0.66,50.0%,0.33,0.95,0.08,0.25,1.12,1.33,0.00,Possession,30.01,1.45,2.82,15.26,12.40,4.19,29.93,1.62,0.79,48.7%,0.79,48.7%,13.27,56.01,21.47,0.62,0.21,2.65,0.70,18.86,Miscellaneous Stats,0.00,2.16,1.20,0.17,0.00,0.00,0.00,2.32,3.90,2.78,58.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jizz Hornkamp,NED,FW,27,Heracles Almelo,Eredivisie,0.70,0.08,0.79,0.62,0.08,0.08,0.21,0.04,0.47,0.41,0.10,0.51,0.62,1.66,2.86,Shooting,Per 90,2.57,1.20,46.8%,0.24,0.52,13.90,0.12,0.16,+0.23,+0.22,Passing,12.19,18.70,65.2%,190.86,36.94,5.93,8.37,70.8%,4.23,6.09,69.4%,0.99,1.62,61.5%,0.10,0.95,0.79,0.70,0.17,Pass Types,17.54,1.08,0.04,0.04,0.17,0.41,0.08,0.00,0.00,0.00,0.00,0.08,0.87,Goal and Shot Creation,1.87,1.45,0.00,0.21,0.17,0.04,0.00,0.12,0.08,0.00,0.04,0.00,0.00,0.00,Defense,0.87,0.54,0.25,0.41,0.21,0.33,0.66,50.0%,0.33,0.95,0.08,0.25,1.12,1.33,0.00,Possession,30.01,1.45,2.82,15.26,12.40,4.19,29.93,1.62,0.79,48.7%,0.79,48.7%,13.27,56.01,21.47,0.62,0.21,2.65,0.70,18.86,Miscellaneous Stats,0.00,2.16,1.20,0.17,0.00,0.00,0.00,2.32,3.90,2.78,58.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajdin Hrustic,AUS,MF,29,Heracles Almelo,Eredivisie,0.05,0.33,0.38,0.05,0.00,0.00,0.38,0.00,0.09,0.09,0.27,0.36,1.97,4.71,2.19,Shooting,Per 90,1.09,0.27,25.0%,0.05,0.20,24.60,0.27,0.08,-0.03,-0.03,Passing,40.43,53.73,75.3%,761.20,229.51,16.96,18.98,89.3%,16.52,20.19,81.8%,5.58,11.65,47.9%,0.26,2.02,4.05,1.04,0.44,Pass Types,43.28,10.23,4.21,0.22,0.71,7.06,0.44,4.16,2.02,1.64,0.11,0.22,0.44,Goal and Shot Creation,4.43,2.30,1.59,0.27,0.11,0.16,0.00,0.93,0.44,0.33,0.05,0.05,0.05,0.00,Defense,1.81,0.98,0.38,0.93,0.49,0.98,1.97,50.0%,0.98,0.82,0.38,0.44,2.24,0.93,0.22,Possession,63.30,2.19,10.94,32.61,20.24,1.26,63.30,1.81,0.66,36.4%,1.09,60.6%,33.05,186.51,85.02,1.31,0.33,1.59,0.49,39.39,Miscellaneous Stats,0.00,1.04,1.04,0.00,0.00,0.00,0.00,4.27,0.22,0.55,28.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Hubner,IDN,DF,22,Fortuna Sittard,Eredivisie,0.18,0.00,0.18,0.18,0.00,0.00,0.91,0.18,0.15,0.15,0.07,0.22,1.63,3.08,0.54,Shooting,Per 90,1.45,0.18,12.5%,0.13,1.00,13.90,0.00,0.10,+0.04,+0.04,Passing,41.73,51.90,80.4%,780.79,256.94,16.33,18.33,89.1%,21.05,23.77,88.5%,3.99,8.89,44.9%,0.04,0.73,3.08,0.54,0.18,Pass Types,46.63,5.26,1.27,0.00,0.00,0.91,3.45,0.00,0.00,0.00,0.00,0.00,0.91,Goal and Shot Creation,3.08,2.18,0.00,0.00,0.73,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,2.00,1.63,0.91,0.73,0.36,1.63,1.81,90.0%,0.18,1.81,0.91,1.81,3.81,6.53,0.00,Possession,67.86,7.08,27.40,29.94,10.52,1.81,67.86,0.18,0.18,100.0%,0.00,0.0%,36.47,189.44,111.96,1.45,0.18,0.18,0.18,37.56,Miscellaneous Stats,0.00,2.00,0.54,0.00,0.00,0.00,0.00,3.45,3.08,1.27,70.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joël Ideho,NED,"FW,MF",22,Volendam,Eredivisie,0.00,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.08,0.08,0.10,0.19,4.51,2.38,6.01,Shooting,Per 90,1.63,0.38,23.1%,0.00,0.00,22.10,0.13,0.05,-0.08,-0.08,Passing,17.77,28.54,62.3%,296.91,80.11,8.39,11.02,76.1%,6.88,10.51,65.5%,1.88,4.63,40.5%,0.14,1.13,0.88,1.38,0.50,Pass Types,27.04,1.25,0.00,0.38,0.13,4.63,1.00,0.25,0.13,0.00,0.00,0.25,2.13,Goal and Shot Creation,3.00,1.75,0.00,0.25,0.13,0.88,0.00,0.38,0.25,0.00,0.00,0.00,0.13,0.00,Defense,2.25,1.13,0.75,1.13,0.38,1.13,2.38,47.4%,1.25,2.13,0.00,0.50,2.75,0.88,0.13,Possession,47.44,1.00,6.26,18.53,23.41,3.76,47.44,5.38,2.38,44.2%,2.63,48.8%,30.04,244.59,121.29,3.38,1.50,3.00,2.50,31.17,Miscellaneous Stats,0.00,2.00,3.25,0.25,0.00,0.00,0.00,4.76,0.25,1.00,20.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Younes Taha El Idrissi,MAR,"MF,FW",23,Groningen,Eredivisie,0.12,0.17,0.29,0.12,0.00,0.00,0.12,0.00,0.18,0.18,0.32,0.50,2.49,2.90,6.02,Shooting,Per 90,2.72,1.10,40.4%,0.04,0.11,25.00,0.46,0.07,-0.06,-0.06,Passing,19.52,31.62,61.7%,370.77,117.34,8.75,11.35,77.0%,7.07,10.83,65.2%,3.19,6.66,47.8%,0.22,2.32,1.39,1.56,0.52,Pass Types,26.06,5.27,1.27,0.12,0.23,7.70,0.41,3.53,2.20,0.58,0.00,0.29,1.16,Goal and Shot Creation,4.34,2.55,1.04,0.17,0.23,0.12,0.23,0.35,0.23,0.06,0.06,0.00,0.00,0.00,Defense,1.91,1.16,0.75,0.46,0.70,0.81,1.97,41.2%,1.16,1.16,0.00,0.46,2.37,0.35,0.00,Possession,44.94,0.29,3.47,15.29,26.99,2.43,44.94,2.84,0.81,28.6%,1.85,65.3%,25.08,136.51,61.39,2.14,0.64,3.07,1.51,27.63,Miscellaneous Stats,0.00,1.16,0.75,0.12,0.00,0.00,0.00,2.95,0.35,0.93,27.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammed Ihattaren,NED,"FW,MF",23,Fortuna Sittard,Eredivisie,0.23,0.35,0.58,0.12,0.12,0.12,0.08,0.00,0.27,0.18,0.27,0.45,3.73,5.67,6.18,Shooting,Per 90,3.26,1.20,36.9%,0.04,0.10,21.80,0.31,0.06,-0.04,-0.06,Passing,33.73,47.56,70.9%,587.95,201.14,16.94,19.39,87.4%,11.35,15.47,73.4%,4.12,8.16,50.5%,0.32,2.41,3.50,2.25,0.51,Pass Types,38.90,8.47,2.64,0.08,0.85,6.76,1.17,2.88,1.67,0.82,0.00,0.19,0.74,Goal and Shot Creation,5.17,3.46,0.85,0.39,0.39,0.04,0.04,0.70,0.47,0.12,0.00,0.12,0.00,0.00,Defense,0.82,0.39,0.35,0.31,0.16,0.35,0.66,52.9%,0.31,0.82,0.08,0.39,1.20,0.93,0.08,Possession,59.07,0.82,7.03,24.17,28.64,3.77,58.95,2.95,1.32,44.7%,1.52,51.3%,34.59,202.93,111.65,2.10,1.55,2.06,1.52,39.25,Miscellaneous Stats,0.00,0.27,0.85,0.16,0.00,0.00,0.00,4.35,0.12,0.58,16.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hwang In-beom,KOR,MF,29,Feyenoord,Eredivisie,0.09,0.09,0.18,0.09,0.00,0.00,0.26,0.00,0.06,0.06,0.08,0.14,1.14,4.57,1.05,Shooting,Per 90,0.97,0.44,45.5%,0.09,0.20,22.10,0.00,0.07,+0.03,+0.03,Passing,43.55,54.35,80.1%,703.40,205.02,21.51,24.85,86.6%,16.68,19.67,84.8%,3.69,6.76,54.5%,0.15,0.79,4.39,0.70,0.26,Pass Types,51.19,3.07,1.76,0.61,0.26,1.76,0.09,1.05,0.88,0.00,0.00,0.09,1.14,Goal and Shot Creation,2.11,1.58,0.26,0.09,0.09,0.09,0.00,0.35,0.18,0.09,0.00,0.00,0.09,0.00,Defense,2.28,1.32,0.97,0.88,0.44,1.05,2.11,50.0%,1.05,1.40,0.26,0.97,3.25,2.28,0.35,Possession,64.98,3.51,15.80,35.47,14.31,0.44,64.98,1.14,0.61,53.8%,0.35,30.8%,32.93,179.30,77.18,1.67,0.18,0.97,0.70,40.57,Miscellaneous Stats,0.00,1.05,1.58,0.09,0.00,0.00,0.00,6.23,1.14,0.97,54.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zidane Iqbal,IRQ,MF,22,Utrecht,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.02,0.02,0.06,0.09,1.03,6.82,0.71,Shooting,Per 90,0.79,0.24,30.0%,0.00,0.00,26.30,0.00,0.03,-0.02,-0.02,Passing,47.34,53.68,88.2%,902.54,235.82,15.54,17.52,88.7%,26.09,28.07,92.9%,5.07,6.90,73.6%,0.12,0.87,5.23,1.19,0.16,Pass Types,51.46,2.14,1.43,0.00,0.32,0.56,0.00,0.00,0.00,0.00,0.00,0.08,0.24,Goal and Shot Creation,2.62,2.30,0.08,0.16,0.08,0.00,0.00,0.16,0.08,0.00,0.00,0.08,0.00,0.00,Defense,1.51,0.63,0.32,1.03,0.16,0.48,1.19,40.0%,0.71,0.56,0.32,1.03,2.54,0.95,0.00,Possession,61.06,1.90,12.61,38.78,10.70,0.16,61.06,1.51,1.11,73.7%,0.24,15.8%,37.03,208.63,96.34,1.27,0.16,1.11,0.48,41.31,Miscellaneous Stats,0.00,0.63,1.27,0.00,0.00,0.00,0.00,5.95,0.32,0.40,44.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ko Itakura,JPN,DF,28,Ajax,Eredivisie,0.09,0.00,0.09,0.09,0.00,0.00,0.09,0.00,0.07,0.07,0.02,0.08,0.93,3.25,0.00,Shooting,Per 90,0.56,0.28,50.0%,0.17,0.33,12.20,0.00,0.11,+0.03,+0.03,Passing,61.36,66.57,92.2%,1077.12,331.18,24.17,25.01,96.7%,33.38,35.14,95.0%,2.98,5.11,58.2%,0.06,0.19,3.53,0.19,0.00,Pass Types,64.25,2.14,1.12,0.09,0.19,0.37,0.09,0.00,0.00,0.00,0.00,0.19,0.84,Goal and Shot Creation,0.84,0.74,0.00,0.09,0.00,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,Defense,1.02,0.74,0.74,0.28,0.00,0.65,1.02,63.6%,0.37,1.95,1.12,1.30,2.32,7.62,0.09,Possession,80.89,12.09,41.65,35.33,4.56,0.93,80.89,0.37,0.28,75.0%,0.09,25.0%,46.95,236.44,137.32,0.74,0.00,0.56,0.28,58.11,Miscellaneous Stats,0.00,0.84,0.84,0.00,0.00,0.00,0.00,2.70,2.42,0.93,72.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dean James,IDN,DF,25,Go Ahead Eag,Eredivisie,0.09,0.09,0.18,0.09,0.00,0.00,0.23,0.05,0.10,0.09,0.16,0.25,1.51,2.02,5.54,Shooting,Per 90,0.69,0.32,46.7%,0.13,0.29,16.60,0.14,0.13,0.00,0.00,Passing,34.76,47.45,73.3%,626.70,179.36,15.44,17.18,89.9%,14.75,18.09,81.5%,3.89,9.25,42.1%,0.16,1.47,1.60,0.64,0.41,Pass Types,35.36,11.86,1.83,0.00,0.37,7.88,6.64,3.39,2.93,0.23,0.00,0.23,0.32,Goal and Shot Creation,2.66,1.37,1.15,0.05,0.00,0.09,0.00,0.32,0.23,0.05,0.05,0.00,0.00,0.00,Defense,1.28,0.78,0.69,0.41,0.18,0.64,1.24,51.9%,0.60,0.46,0.14,0.82,2.11,3.57,0.00,Possession,56.29,3.21,16.08,19.24,21.44,1.28,56.29,0.64,0.37,57.1%,0.23,35.7%,26.52,119.22,58.31,1.47,0.27,0.82,0.27,30.82,Miscellaneous Stats,0.05,0.96,0.55,0.05,0.00,0.05,0.00,4.03,0.60,0.64,48.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dies Janse,NED,DF,19,Groningen,Eredivisie,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.02,0.02,0.04,0.06,0.40,5.66,0.28,Shooting,Per 90,0.40,0.11,28.6%,0.00,0.00,23.30,0.00,0.05,-0.02,-0.02,Passing,54.68,62.26,87.8%,1039.19,382.92,19.25,20.77,92.6%,29.26,31.70,92.3%,5.55,8.66,64.1%,0.07,0.23,4.02,0.34,0.00,Pass Types,58.13,4.08,1.25,0.06,0.40,0.23,0.40,0.00,0.00,0.00,0.00,0.06,0.34,Goal and Shot Creation,0.91,0.74,0.00,0.06,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Defense,1.02,0.68,0.62,0.23,0.17,0.51,0.62,81.8%,0.11,0.85,0.51,0.62,1.64,3.96,0.00,Possession,70.81,7.13,29.09,38.38,3.57,1.08,70.81,0.34,0.28,83.3%,0.00,0.0%,39.40,187.13,110.15,0.68,0.00,0.57,0.11,46.92,Miscellaneous Stats,0.00,0.96,1.25,0.00,0.00,0.00,0.00,2.94,1.70,1.98,46.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timo Jansink,NED,GK,22,Heracles Almelo,Eredivisie,,,,,,0.40,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60,6.20,3.50,62.9%,0.30,0.20,0.50,0.00,0.0%,0.30,0.10,0.00,Advanced Goalkeeping,0.00,0.40,0.00,1.99,0.28,-0.61,8.00,20.50,39.0%,32.20,3.60,51.9%,39.5,5.10,74.5%,56.9,16.60,1.40,8.4%,0.40,9.1,25.0%
Vitezslav Jaros,CZE,GK,24,Ajax,Eredivisie,,,,,,0.21,,,,,,,,,,,Per 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,4.36,3.29,77.0%,0.57,0.36,0.07,0.29,28.6%,0.21,0.00,0.00,Advanced Goalkeeping,0.00,0.14,0.14,1.29,0.28,+0.21,4.86,13.14,37.0%,41.07,5.21,28.3%,30.7,4.43,33.9%,35.8,15.00,1.00,6.7%,0.71,11.1,0.0%
Miliano Jonathans,IDN,"FW,MF",21,Utrecht,Eredivisie,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.08,0.26,3.79,3.96,9.07,Shooting,Per 90,1.98,0.16,8.3%,0.00,0.00,15.80,0.00,0.09,-0.18,-0.18,Passing,24.23,33.96,71.4%,391.65,98.08,11.70,14.01,83.5%,9.23,13.02,70.9%,1.98,3.96,50.0%,0.16,1.15,1.65,0.82,0.16,Pass Types,33.63,0.33,0.00,0.00,0.33,2.47,0.33,0.00,0.00,0.00,0.00,0.00,0.49,Goal and Shot Creation,2.80,2.64,0.00,0.00,0.16,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,Defense,1.15,0.33,0.16,0.82,0.16,0.49,0.99,50.0%,0.49,0.49,0.00,0.49,1.65,1.48,0.00,Possession,47.64,1.81,6.26,18.96,23.24,3.13,47.64,2.64,0.66,25.0%,1.48,56.3%,30.82,186.92,90.00,3.30,0.99,3.63,1.32,33.96,Miscellaneous Stats,0.00,0.82,1.32,0.16,0.00,0.00,0.00,3.30,1.32,0.99,57.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tika de Jonge,NED,MF,22,Groningen,Eredivisie,0.12,0.04,0.17,0.12,0.00,0.00,0.21,0.04,0.08,0.08,0.07,0.15,0.95,4.07,1.41,Shooting,Per 90,1.20,0.29,24.1%,0.10,0.43,22.90,0.00,0.07,+0.05,+0.05,Passing,29.63,39.67,74.7%,507.05,136.27,12.78,15.81,80.8%,13.98,16.85,83.0%,2.03,4.52,45.0%,0.08,0.71,3.57,0.66,0.12,Pass Types,37.14,2.37,1.00,0.12,0.17,1.78,0.29,1.04,0.75,0.12,0.00,0.17,0.91,Goal and Shot Creation,1.95,1.37,0.21,0.12,0.12,0.04,0.08,0.21,0.08,0.00,0.04,0.04,0.00,0.04,Defense,2.45,1.04,0.83,1.37,0.25,1.29,2.41,53.4%,1.12,1.08,0.17,1.04,3.49,2.37,0.12,Possession,51.91,1.99,10.91,30.46,10.83,1.00,51.91,2.24,1.29,57.4%,0.95,42.6%,23.36,107.68,47.51,0.91,0.04,1.54,0.83,28.17,Miscellaneous Stats,0.04,0.62,0.33,0.00,0.00,0.00,0.00,3.53,0.83,1.16,41.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauro Júnior,BRA,"MF,DF",26,PSV Eindhoven,Eredivisie,0.04,0.43,0.47,0.04,0.00,0.00,0.12,0.00,0.06,0.06,0.27,0.33,2.80,5.99,5.32,Shooting,Per 90,0.75,0.28,36.8%,0.05,0.14,20.70,0.00,0.08,-0.02,-0.02,Passing,63.30,72.37,87.5%,1012.01,290.07,32.93,35.57,92.6%,23.94,27.02,88.6%,4.57,6.19,73.9%,0.24,1.66,4.89,1.54,0.51,Pass Types,65.39,6.86,0.59,0.12,0.28,1.97,5.88,0.36,0.00,0.00,0.00,0.12,0.95,Goal and Shot Creation,3.63,3.12,0.04,0.20,0.20,0.04,0.04,0.75,0.71,0.00,0.00,0.00,0.00,0.04,Defense,2.37,1.62,1.22,0.75,0.39,1.14,2.33,49.2%,1.18,1.18,0.24,1.34,3.71,2.01,0.20,Possession,82.86,2.84,20.11,39.12,24.69,2.25,82.86,2.33,1.26,54.2%,0.99,42.4%,48.00,246.93,133.23,2.29,0.51,1.18,0.63,54.54,Miscellaneous Stats,0.00,0.75,0.32,0.08,0.00,0.04,0.00,6.70,0.59,0.91,39.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
